item_id	title	year	latitude	longitude	author
60331773	Vindiciae lullianae ..	1778	43.948339	4.808922	Clarke, Richard Frederick
60331770	Logicae compendium	1778	55.865150	-4.257631	Struve, Henryk
60331759	Logica tironum usibus accommodata	1778	48.398408	9.991550	Külpe, Oswald
60331760	Logicae rudimenta	1778	41.388787	2.158985	Höfler, Alois
60331775	Initia logicae	1778	50.353573	7.578835	Joly, Henri
60331772	Philosophische Werke	1778	51.500000	12.000000	Zigliara, Thomas Maria
60331786	Institutiones logicae	1779	52.158333	4.493056	Fichte, Johann Gottlieb
60331778	De dignitate et augmentis scientiarum	1779	49.787778	9.936111	Krause, Karl Christian Friedrich
60331779	Conclusiones logicae	1779	38.716667	-9.133333	Baldinotti, Caesar
60331780	Conclusiones de re logica	1779	59.858502	17.645427	Ernesti, Johann August
60331782	Dialectica analogicis imaginibus illustrata	1779	47.995895	7.852221	Destutt de Tracy, Antoine Louis
60331784	Institutiones logicae eclecticae	1779	47.995895	7.852221	Bain, Alexander
60331785	Kurzer Leitfadender Vernunftlehre	1779	48.208488	16.372075	Herbart, Johann Friedrich
60331781	Elementorum artis logico-criticae libri V	1779	45.767601	11.735699	Struve, Henryk
60331783	Institutiones logicae	1779	50.561091	8.504950	Höfler, Alois
60331795	Institutiones philosophicae	1780	41.894738	12.483902	Külpe, Oswald
60331788	Institutiones logicae	1780	47.799406	13.043990	Whately, Richard
60331787	Institutiones philosophiae rationalis	1780	51.812222	12.805278	Trendelenburg, Friedrich Adolf
60331793	Versuch einer Methode die Vernunftlehre aus Platonischen  Dialogen zu entwickeln	1780	52.524368	13.410530	Afzelius, Frederik Georg
60331789	Praelectiones philosophicae ..	1780	47.558395	7.573271	Rumpel, Theodor
60331790	First principles of philosophy	1780	55.952060	-3.196481	Krug, Wilhelm Traugott
60331792	The elements of logick	1780	55.952060	-3.196481	Russell, Bertrand
60331794	Anleitung des menschlichen Verstandes zur Erkenntniß	1780	52.083620	15.625134	Borelius, Johan Jakob
60331791	La logique ou les premiers developpements de  l'art de penser	1780	48.853410	2.348800	Minto, William
60331800	Institutiones philosophicae	1781	48.366667	10.883333	Bolzano, Bernard
60331803	Exercitationes logicae, metaphysicae et ethicae	1781	59.858502	17.645427	Borelius, Johan Jakob
60331796	First principles of philosophy	1781	55.952060	-3.196481	Volkmer, Franz
60331801	Logica in compendium redacta	1781	48.208488	16.372075	Nielsen, Rasmus
60331797	Institutiones logicae et metaphysicae	1781	51.539334	9.934057	Locke, John
60331798	Critik der reinen Vernunft	1781	56.946004	24.105892	Rumpel, Theodor
60331799	Entwurf der philosophischen Wissenschaften in ihrem Zusammenhang	1781	48.533333	12.150000	Lotze, Hermann
60331802	Des erreurs et de la vérité	1781	40.677969	14.765990	Baumeister, Fridericus Christianus
60331809	Untersuchung über den menschlichen Geist	1782	51.339620	12.371292	Bossuet, Jacques Bénigne
60331805	Institutiones logicae ..	1782	45.438611	12.326667	González y Díaz Tunón, Zeferino
60331813	Erste Gründe der allgemeinen und besonderen Vernunftlehre	1782	50.809044	8.770694	Snell, Friedrich Wilhelm Daniel
60331808	Expositiones philosophiae theoreticae	1782	48.782324	9.177017	Russell, Bertrand
60331810	Die Vernunftlehre ..	1782	53.575323	10.015340	Jacques, Amédée
60331806	Institutiones philosophicae	1782	39.469752	-0.377387	Beattie, James
60331811	Des erreurs et de la vérité	1782	55.952060	-3.196481	Horvath, Johannes Baptista
60331814	Logica contracta	1782	49.407678	8.690786	Hegel, Georg Wilhelm Friedrich
60331807	Logika . .	1782	54.689164	25.279799	Ubaghs, Gerardus Casimir
60331812	Anfangsgründe der Vernunftlehre	1782	50.353573	7.578835	Natorp, Paul
60331804	Annotationes in logicam et metaphysicam	1782	55.752222	37.615556	Galluppi, Pasquale
60331818	Initia doctrinae solidioris	1783	51.339620	12.371292	Volkmer, Franz
60331820	Hermes ..	1783	51.508529	-0.125742	Hume, David
60331822	Versuch einer kleinen praktischen Kinderlogik	1783	52.524368	13.410530	Lotze, Hermann
60331823	Lehrbuch einer systematischen Logik	1783	52.524368	13.410530	's-Gravesande, Willem Jacob
60331824	Erläuterungen der theoretischen und praktischen Philosophie nach Herrn Feders Ordnung: Logik	1783	50.115520	8.684167	Cousin, Victor
60331825	Institutiones logicae	1783	48.366667	10.883333	Nielsen, Rasmus
60331817	Institutiones philosophicae	1783	38.716667	-9.133333	Arnauld, Antoine
60331821	Institutiones philosophicae	1783	39.469752	-0.377387	Krause, Karl Christian Friedrich
60331815	Über die Würde und den Fortgang der Wissenschaften	1783	47.416667	19.333333	Galluppi, Pasquale
60331819	Institutiones logicae	1783	43.843565	10.505848	Mercier, Désiré Joseph
60331816	Institutiones logicae	1783	51.500000	12.000000	Helvétius, Claude Adrien
60331830	L'art de penser	1784	52.524368	13.410530	Trendelenburg, Friedrich Adolf
60331829	Erläuterungen über .. Kants Critik der reinen Vernunft	1784	54.706493	20.510951	Heineccius, Johannes Gottlieb
60331827	La Logica	1784	40.416502	-3.702564	Destutt de Tracy, Antoine Louis
60331826	Logicae institutiones	1784	41.388787	2.158985	Ubaghs, Gerardus Casimir
60331828	Logique françoise pour préparer les jeunes gens à la rhétorique	1784	48.853410	2.348800	Minto, William
60331839	An inquiry into the human mind ..	1785	51.508529	-0.125742	Hegel, Georg Wilhelm Friedrich
60331833	Institutiones logicae	1785	47.799406	13.043990	Elsenhans, Theodor
60331835	Praelectiones logicae	1785	45.581381	9.941362	González y Díaz Tunón, Zeferino
60331832	Système de philosophie contenant la logique et la metaphysique	1785	52.524368	13.410530	Facciolatus, Jacobus
60331841	Institutiones logicae et metaphysicae	1785	50.928782	11.589901	d'Argens, Jean Baptiste
60331837	Liçoens de logica feitas paro è uso dos principantes: (trad. B. J. de Sousa Farinha)	1785	38.716667	-9.133333	Lotze, Hermann
60331834	First principles of philosophy	1785	55.952060	-3.196481	Schulze, Gottlob Ernst
60331838	Essay on the intellectual powers of man	1785	55.952060	-3.196481	Horvath, Johannes Baptista
60331831	Recreacion filosófica ..	1785	40.416502	-3.702564	Whewell, William
60331836	Metaphysica et logica	1785	40.416502	-3.702564	Facciolatus, Jacobus
60331840	Vernunftlehre	1785	48.137433	11.575491	's-Gravesande, Willem Jacob
60331843	Versuch einer praktischen Logik	1786	51.339620	12.371292	González y Díaz Tunón, Zeferino
60331844	Kurze Unterweisung in den Anfangsgründen der Vernunftlehre  ..	1786	51.339620	12.371292	Bénard, Charles Magloire
60331848	Hermes ..	1786	51.508529	-0.125742	Bosanquet, Bernard
60331850	Grundsätze der Logik	1786	48.366667	10.883333	Valla, Josephus
60331842	Recreaçio  filosofica.	1786	38.716667	-9.133333	Anon
60331846	Institutiones logicae in usum tironum scriptae	1786	59.858502	17.645427	Hume, David
60331847	As instituiçoes de logica	1786	40.205642	-8.419551	Snell, Friedrich Wilhelm Daniel
60331845	Logik und Metaphysik	1786	51.539334	9.934057	Clarke, Richard Frederick
60331849	Logique et métaphysique	1786	48.853410	2.348800	Herbart, Johann Friedrich
60331854	The elements of logick	1787	51.508529	-0.125742	Mercier, Désiré Joseph
60331852	De recta humanae mentis institutione libri IV	1787	45.184464	9.161452	Rey y Heredia, José Maria
60331862	Essai philosophique concernant l'entendement humain	1787	52.374027	4.889688	Larsson, Hans
60331853	Erste Linien einer Geschichte der Weltweisheit	1787	49.984188	8.279096	Bosanquet, Bernard
60331865	Practische Logik für junge Leute, die nicht studieren wollen	1787	52.524368	13.410530	Valla, Josephus
60331851	Versuch über die Natur der spekulativen Vernunft, zur  Prüfung des Kantismen Systems	1787	50.115520	8.684167	Höfler, Alois
60331864	Kantische Denkformen oder Kategorien	1787	50.115520	8.684167	Külpe, Oswald
60331857	Instituiones logicae ..	1787	38.716667	-9.133333	d'Argens, Jean Baptiste
60331860	Instituciones filosóficas traducidas al castellano por D.  Santos Días González	1787	40.416502	-3.702564	Zigliara, Thomas Maria
60331863	Gemeinnützige Anleitung des Verstandes zum regelmäßigen  Selbstdenken	1787	52.083620	15.625134	Buddeus, Johann Franz
60331856	Institutiones logicae et metaphysicae	1787	51.539334	9.934057	Russell, Bertrand
60331859	Logicae compendium	1787	55.865150	-4.257631	Laplace, Pierre Simon
60331858	Oeuvres philosophiques	1787	46.991787	6.931000	Jacquier, Franciscus
60331861	Critik der reinen Vernunft	1787	56.946004	24.105892	Hume, David
60331855	Lettres à une Princesse d'Allemagne, sur differentes questions  de physique et de philosophie	1787	48.853410	2.348800	Spinoza, Benedictus de
60331875	Versuch der Einrichtung unseres Erkenntnisvermögens  durch Algeber nachzuspüren	1788	51.339620	12.371292	Ubaghs, Gerardus Casimir
60331879	Logik und Metaphysik	1788	47.799406	13.043990	Pourchot, Edmond
60331876	Grundriß der philosophischen Wissenschaften	1788	51.812222	12.805278	Valla, Josephus
60331866	Positiones ex arte logico-critica et metaphysica	1788	49.755653	6.639347	Duncan, William
60331881	Über die Gründe und Gewißheit der menschlichen Erkenntnis	1788	49.454205	11.077523	Balmes, Jaime
60331877	Grundsätze der reinen Philosophie	1788	52.524368	13.410530	Helvétius, Claude Adrien
60331871	Institutiones logicae et metaphysicae	1788	48.366667	10.883333	Pourchot, Edmond
60331882	Vorlesungen über die Kantische Philosophie	1788	46.880422	8.644409	's-Gravesande, Willem Jacob
60331868	La Logica	1788	40.416502	-3.702564	Lotze, Hermann
60331869	Logik und Metaphysik	1788	48.306389	14.286111	Natorp, Paul
60331867	Nuovo Organo delle Scienze	1788	45.767601	11.735699	Liard, Louis
60331878	Anti-Kant	1788	48.137433	11.575491	Nielsen, Rasmus
60331874	Maasstab und Compass aller Vernunft ..	1788	50.567865	10.415211	Schulze, Gottlob Ernst
60331880	Leitfaden zu Vorlesungen über die Vernunftlehre	1788	49.355568	6.727811	Read, Carveth
60331873	La logique adaptée à la rhétorique	1788	48.853410	2.348800	Struve, Henryk
60331870	Hermes oder philosophische Untersuchung über die allgemeine  Grammatik	1788	51.500000	12.000000	Crousaz, Jean Pierre de
60331872	Grundriß der allgemeinen Logik	1788	51.500000	12.000000	Nielsen, Rasmus
60331893	Über die transzendentale Aesthetik	1789	51.339620	12.371292	Bossuet, Jacques Bénigne
60331886	Institutiones logicae peripateticae	1789	45.438611	12.326667	Ubaghs, Gerardus Casimir
60331895	Über die praktische Logik und die Verbindung .  der Logik und Rhetorik	1789	52.227905	11.009846	Storchenau, Sigmund von
60331885	Vorbereitung zur Vernunftwissenschaft	1789	49.984188	8.279096	Rumpel, Theodor
60331892	Eine kleine Logik oder Vernunftanwendungslehre	1789	52.265939	10.526726	Ernesti, Johann August
60331894	Prüfung der Kantischen Critik der reinen Vernunft	1789	54.706493	20.510951	Külpe, Oswald
60331891	Logica universalis	1789	49.787778	9.936111	Trendelenburg, Friedrich Adolf
60331887	Institutiones logicae ..	1789	38.716667	-9.133333	Jacques, Amédée
60331888	Introduction to the art of thinking	1789	55.952060	-3.196481	Mercier, Désiré Joseph
60331883	Positiones selectae ex logica, metaphysica ..	1789	50.551617	9.675179	Watts, Isaac
60331889	Versuch einer Logic für Frauenzimmer	1789	52.370516	9.733222	Cousin, Victor
60331884	L'Art de juger par l'analysedes idées	1789	48.853410	2.348800	Joly, Henri
60331890	Institutiones logicae et metaphysicae	1789	48.853410	2.348800	Elsenhans, Theodor
60331896	Von dem Nutzen und der Einrichtung eines zu logischen Übungen bestimmten Collegiums	1790	51.339620	12.371292	Sigwart, Christoph
60331900	Hartley's Theory of the human mind on the principle of the association of ideas	1790	51.508529	-0.125742	Larsson, Hans
60331902	Institutiones philosophicae	1790	48.366667	10.883333	Struve, Henryk
60331901	Die Vernunftlehre	1790	53.575323	10.015340	Aristoteles
60331898	Logik und Metaphysik	1790	51.539334	9.934057	's-Gravesande, Willem Jacob
60331899	Critik der reinen Vernunft	1790	56.946004	24.105892	Struve, Henryk
60331897	Untersuchungen über Kants Critik der reinen  Vernunft	1790	51.500000	12.000000	Schulze, Gottlob Ernst
60331905	Versuch über die ursprünglichen Grundlagen des  menschlichen Denkens ..	1791	51.339620	12.371292	Malebranche, Nicolas,
60331908	Critik der reinen Vernunft	1791	50.115520	8.684167	Snell, Friedrich Wilhelm Daniel
60331913	Erläuterung über des Herrn Prof. Kant Critik der reinen  Vernunft	1791	50.115520	8.684167	Ernesti, Johann August
60331914	Prüfung der Kantischen Critik der reinen Vernunft	1791	50.115520	8.684167	Crousaz, Jean Pierre de
60331912	Über das Fundament der philosophischen Wissenschaften	1791	50.928782	11.589901	Bain, Alexander
60331909	An Essay concerning human understanding abridged	1791	51.050891	13.738317	Whately, Richard
60331911	Logika . .	1791	54.689164	25.279799	Arnauld, Antoine
60331903	Philosophie der Erkenntniß	1791	49.948056	11.578333	Dittes, Friedrich
60331904	Opera	1791	49.246864	7.369766	Crousaz, Jean Pierre de
60331906	Philosophia rationalis sive logica	1791	48.048194	10.882816	Locke, John
60331910	Versuch vom menschlichen Verstande	1791	49.496706	8.479547	González y Díaz Tunón, Zeferino
60331907	Grundriß der allgemeinen Logik ..	1791	51.500000	12.000000	Reid, Thomas
60331922	Elements of the Philosophy of the Human Mind	1792	51.508529	-0.125742	Buddeus, Johann Franz
60331915	Elementa philosophiae	1792	45.438611	12.326667	Bain, Alexander
60331919	Institutiones philosophicae ..	1792	45.438611	12.326667	Bolzano, Bernard
60331920	Logik für die oberen Klassen in gelehrten Schulen	1792	49.454205	11.077523	Volkmer, Franz
60331923	Institutiones logicae et metaphysicae	1792	50.928782	11.589901	Krause, Karl Christian Friedrich
60331921	EtO'OCYCilylj ÀoYt)(~	1792	48.208488	16.372075	Whewell, William
60331917	Institutiones logicae	1792	43.843565	10.505848	Destutt de Tracy, Antoine Louis
60331916	Logique et principes de grammaire ..	1792	48.853410	2.348800	's-Gravesande, Willem Jacob
60331918	Analytik der Urtheile und Schlüsse	1792	51.500000	12.000000	Leibniz, Gottfried Wilhelm
60331926	Observations on the nature of demonstrative evidence ..	1793	51.508529	-0.125742	Beck, Joseph
60331932	An Essay concerning humane understanding	1793	51.508529	-0.125742	Külpe, Oswald
60331928	Institutiones elementares philosophiae ad usum Mexicanae"  iuventutis	1793	41.894738	12.483902	Ubaghs, Gerardus Casimir
60331924	Artis logicae compendium	1793	51.752221	-1.255960	Liard, Louis
60331925	Neues Organon	1793	52.524368	13.410530	Pourchot, Edmond
60331934	Versuch einer kleinen praktischen Kinderlogik	1793	52.524368	13.410530	Fichte, Johann Gottlieb
60331930	Untersuchung über den menschlichen Verstand	1793	50.928782	11.589901	Külpe, Oswald
60331927	Über die Critik der reinen Vernunft	1793	49.590990	11.007829	Janet, Paul Alexandre
60331935	Logick ..	1793	55.783333	-2.000000	Külpe, Oswald
60331929	De l'esprit	1793	48.853410	2.348800	Facciolatus, Jacobus
60331931	Grundriß der allgemeinen Logik . .	1793	51.500000	12.000000	Valla, Josephus
60331933	Grundriß der Logik	1793	51.500000	12.000000	Clarke, Richard Frederick
60331950	Practische Logik für junge Leute, die nicht studieren wollen	1794	51.339620	12.371292	Descartes, René
60331942	Hermes ..	1794	51.508529	-0.125742	Bolzano, Bernard
60331941	Systematische Darstellung der kantischen Vernunftkritik	1794	49.454205	11.077523	Galluppi, Pasquale
60331947	Versuch einer neum Logik oder Theorie des Denkens	1794	52.524368	13.410530	Volkmer, Franz
60331945	Grundriß der allgemeinen Logik ..	1794	50.115520	8.684167	Dittes, Friedrich
60331939	Grundlage der gesamten Wissenschaftslehre	1794	50.928782	11.589901	Beck, Joseph
60331948	Kritik der reinen Vernunft im Grundrisse	1794	50.928782	11.589901	Krug, Wilhelm Traugott
60331949	Lehrbuch für den ersten Unterricht in der  Philosophie	1794	50.583333	8.650000	Russell, Bertrand
60331938	Über den Begriff der Wissenschaftslehre	1794	50.980301	11.329030	Snell, Friedrich Wilhelm Daniel
60331944	An investigation of the principles of knowledge	1794	55.952060	-3.196481	Snell, Friedrich Wilhelm Daniel
60331940	Elementorum artis logico-criticae libri V	1794	45.767601	11.735699	Fichte, Johann Gottlieb
60331937	Grundsätze der Logik und Metaphysik	1794	51.539334	9.934057	Facciolatus, Jacobus
60331946	Institutiones philosophicae	1794	40.482048	-3.359957	Arnauld, Antoine
60331951	Logica	1794	48.533333	12.150000	Ubaghs, Gerardus Casimir
60331936	Versuch einer Geschichte der Logik und Metaphysik  bey den Deutschen von Leibniz bis auf gegenwärtige Zeit	1794	51.500000	12.000000	Jevons, William Stanley
60331943	Anfangsgründe der Logik nebst einem Grundrisse  der Erfahrungsseelenlehre	1794	51.500000	12.000000	Horvath, Johannes Baptista
60331952	Praecepta philosophiae logicae ..	1794	51.500000	12.000000	Natorp, Paul
60331963	Lehrbuch der Logik und Metaphysik	1795	51.339620	12.371292	Ubaghs, Gerardus Casimir
60331966	Grundriß der Elementarlogik	1795	51.339620	12.371292	Afzelius, Frederik Georg
60331959	An Essay concerning humane understanding	1795	51.508529	-0.125742	Jacquier, Franciscus
60331967	Practische Logik für junge Leute, die nicht studieren wollen	1795	50.115520	8.684167	Destutt de Tracy, Antoine Louis
60331957	Grundriß des Eigentümlichen der Wissenschaftslehre	1795	50.928782	11.589901	Sigwart, Christoph
60331960	Versuch über den menschlichen Verstand	1795	50.928782	11.589901	Fitzgerald, F. Scott
60331965	Wörterbuch zum leichteren Gebrauch der  Kantischen Schriften	1795	50.928782	11.589901	Herbart, Johann Friedrich
60331961	Kurze und deutliche Darstellung des Kantischen Systemes	1795	49.898726	10.900669	Reid, Thomas
60331964	Elemente der allgemeinen Logik	1795	50.583333	8.650000	Dittes, Friedrich
60331958	Institutiones philosophicae	1795	39.469752	-0.377387	Bain, Alexander
60331953	AOYLX1)  !J.eTcx<pcxa.&étacx  7t'CXpi% NLXONXOU  B&pxo07j	1795	48.208488	16.372075	Bénard, Charles Magloire
60331954	Vorlesungen über die Critik der reinen Vernunft	1795	48.208488	16.372075	Fitzgerald, F. Scott
60331955	Einleitung in die allgemeine Logik und die Kritik der  reinen Vernunft	1795	51.539334	9.934057	Du Trieu, Philippus
60331956	Philosophiae elementa .. secundum illuminatum doctorem ..	1795	41.388787	2.158985	Jacquier, Franciscus
60331962	System der kritischen Philosophie	1795	50.734380	7.095485	Hume, David
60331971	Initia doctrinae solidioris	1796	51.339620	12.371292	Facciolatus, Jacobus
60331974	Neue Beiträge zur kritischen Philosophie  und insbesondere zur Logik	1796	51.339620	12.371292	Beattie, James
60331969	The Essentials of Logic, being the second edition of Dralloc's  Epitome	1796	51.508529	-0.125742	Abercrombie, John
60331975	Institutiones elementares philosophiae ad usum Mexicanae  iuventutis	1796	41.894738	12.483902	Sigwart, Christoph
60331972	Elementorum artis logico-criticae libri V	1796	48.366667	10.883333	Rey y Heredia, José Maria
60331977	Institutiones logicae	1796	49.898726	10.900669	Pourchot, Edmond
60331973	Institutiones logicae ..	1796	38.716667	-9.133333	Joly, Henri
60331968	Über die Geseze der Ideenassoziation	1796	48.522659	9.052219	Croce, Benedetto
60331970	La logique	1796	48.853410	2.348800	Bossuet, Jacques Bénigne
60331976	Hermes ou recherches philosophiques sur la grammaire universelle	1796	48.853410	2.348800	Helvétius, Claude Adrien
60331987	Logick.	1797	51.508529	-0.125742	Galluppi, Pasquale
60331985	Die falsche Spitzfindigkeit der vier syllogistischen Figuren	1797	50.115520	8.684167	Read, Carveth
60331986	Grundriß der Logik	1797	50.928782	11.589901	Watts, Isaac
60331982	Institutiones logicae	1797	38.716667	-9.133333	Bossuet, Jacques Bénigne
60331978	Elementos del arte de pensar ó la logica	1797	40.416502	-3.702564	Liard, Louis
60331979	Ankündigung und Empfehlung öffentlicher logisch  practischer übungen	1797	51.539334	9.934057	Baldinotti, Caesar
60331981	Institutiones logicae et metaphysicae	1797	51.539334	9.934057	Lotze, Hermann
60331988	Einleitung in die gesammte Philosophie	1797	51.539334	9.934057	Heineccius, Johannes Gottlieb
60331983	Quaedam ex logicae compendiis selecta	1797	55.865150	-4.257631	Beattie, James
60331984	Synopsis of lectures on logic and belles lettres	1797	55.865150	-4.257631	Baldinotti, Caesar
60331980	La logique	1797	48.583421	7.742958	Locke, John
60331995	Logik oder Vernunftlehre zum Selbstunterricht für Militaristen  und andere . .	1798	51.339620	12.371292	Bacon, Francis
60331992	Moral Philosophy and Logic	1798	51.508529	-0.125742	Malebranche, Nicolas,
60331997	Versuch einer neuen Logik	1798	52.524368	13.410530	Ernesti, Johann August
60331996	An Essay concerning humane understanding	1798	55.952060	-3.196481	Duncan, William
60331998	Institutiones logicae	1798	47.995895	7.852221	Janet, Paul Alexandre
60331990	De sensu veri libellus	1798	51.539334	9.934057	Rumpel, Theodor
60331989	Conspectus universae philosophiae	1798	48.137433	11.575491	Abercrombie, John
60331993	Institutiones logicae	1798	51.962356	7.625713	Höfler, Alois
60331994	Institutiones philosophicae	1798	41.656064	-0.877340	Arnauld, Antoine
60331991	La langue des calculs	1798	48.853410	2.348800	Balmes, Jaime
60332001	Kritik der reinen Vernunft	1799	51.339620	12.371292	Afzelius, Frederik Georg
60332000	Praxis of Logic, for the use of schools	1799	51.508529	-0.125742	Larsson, Hans
60332006	Disquisitionum philosophiae Kantianae liber I (II)	1799	48.366667	10.883333	Borelius, Johan Jakob
60332005	La logica è el orden natural del raciocinio	1799	40.416502	-3.702564	Rumpel, Theodor
60332004	Logika ..	1799	54.689164	25.279799	González y Díaz Tunón, Zeferino
60332002	Essai philosophique concernant l'entendement humain	1799	48.853410	2.348800	Bosanquet, Bernard
60331999	Idee einer Apodiktik ..	1799	51.500000	12.000000	Arnauld, Antoine
60332003	Grundzüge zu einer Theorie des Abstractionsvermögens	1799	51.500000	12.000000	Herbart, Johann Friedrich
60332009	The elements of logick	1800	51.508529	-0.125742	Destutt de Tracy, Antoine Louis
60332007	Grundriß der ersten Logik	1800	48.782324	9.177017	Janet, Paul Alexandre
60332015	Logik, ein Handbuch zu Vorlesungen: (ed. Gottlob Benjamin  Jäsche)	1800	54.706493	20.510951	Ernesti, Johann August
60332017	Neuer Grundriß der transzendentalen Logik und Metaphysik	1800	50.928782	11.589901	González y Díaz Tunón, Zeferino
60332013	Institutiones philosophicae	1800	39.469752	-0.377387	Beattie, James
60332008	Anfangsgründe der spekulativen Philosophie	1800	51.539334	9.934057	Fichte, Johann Gottlieb
60332014	Institutiones filosóficas traducidas al castellano por D. Santos Días González	1800	40.482048	-3.359957	Kant, Immanuel
60332011	Des signes et l'art de penser	1800	48.853410	2.348800	Anon
60332016	De la Recherche de la Vérité	1800	48.853410	2.348800	Sigwart, Christoph
60332010	Über die Beschaffenheit der Logik und Metaphysik  der reinen Peripatetiker	1800	51.500000	12.000000	Storchenau, Sigmund von
60332012	Grundriß der allgemeinen Logik	1800	51.500000	12.000000	Rumpel, Theodor
60332023	De veritate cognitionis humanae huiusque limitibus	1801	51.339620	12.371292	Mill, John Stuart
60332018	Elements of the Philosophy of the Mind .. prefixed a Compendium  of Logic	1801	51.508529	-0.125742	González y Díaz Tunón, Zeferino
60332028	An Essay concerning Human Understanding	1801	51.508529	-0.125742	Snell, Friedrich Wilhelm Daniel
60332039	Logic, or the right Use of Reason in the Enquiry after Truth	1801	51.508529	-0.125742	Russell, Bertrand
60332035	Istituzioni di logica	1801	45.438611	12.326667	Rey y Heredia, José Maria
60332026	Essai d'une exposition succincte de la critique de la raison pure  ..	1801	52.374027	4.889688	Pourchot, Edmond
60332025	Logik. Ein Handbuch zu Vorlesungen [ed. G. B. Jäsche]	1801	54.706493	20.510951	Sigwart, Christoph
60332032	Neuer Grundriß der transcendentalen Logik und der  Metaphysik	1801	50.928782	11.589901	Feder, Johann Georg Heinrich
60332030	Versuch einer Grammatik des Verstandes ..	1801	51.155178	14.988527	Bain, Alexander
60332033	Grundsätze der Logik und Erfahrungsseelenlehre	1801	50.583333	8.650000	Rey y Heredia, José Maria
60332034	Lehrbuch für den ersten Unterricht in der Philosophie	1801	50.583333	8.650000	Zigliara, Thomas Maria
60332021	Obras elementares de philosophia racional	1801	38.716667	-9.133333	Ubaghs, Gerardus Casimir
60332031	An Inquiry into the Human Mind, on the Principle of Common  Sense	1801	55.952060	-3.196481	Mill, John Stuart
60332020	'H AO'YL'lt~ [trans. D. D. Philippides]	1801	48.208488	16.372075	Snell, Friedrich Wilhelm Daniel
60332027	Grundzüge der neuen Philosophie	1801	48.208488	16.372075	Nielsen, Rasmus
60332022	Suma de Logica	1801	39.569391	2.650237	Zigliara, Thomas Maria
60332024	Meditationes de natura, origine et veritate axiomatum, imprimis ultimorum principiorum cognitionis humanae	1801	60.451483	22.268686	Joly, Henri
60332029	Rudimenta logicae	1801	59.616174	16.552759	Krause, Karl Christian Friedrich
60332038	Philosophie de Kant, ou principes fondamentaux de la philosophie transcendentale	1801	49.119108	6.172686	Herbart, Johann Friedrich
60332019	La langue des calculs	1801	48.853410	2.348800	Ernesti, Johann August
60332037	Philosophie de Kant. Aperçu rapide  des bases et de la direction de cette philosophie	1801	48.853410	2.348800	Bolzano, Bernard
60332036	Grundriß der Logik	1801	51.500000	12.000000	Bacon, Francis
60332043	Die Kunst zu denken	1802	51.339620	12.371292	Bossuet, Jacques Bénigne
60332065	Versuch der einzig zweckmäßigen Propädeutik zum richtigen, gründlichen und fruchtbaren Studio der Vernunftlehre oder Logik	1802	51.339620	12.371292	's-Gravesande, Willem Jacob
60332041	Novum Organum	1802	51.508529	-0.125742	Whewell, William
60332048	Letters on different subjects ..	1802	51.508529	-0.125742	Facciolatus, Jacobus
60332064	Logick, or the Right Use of Reason in the Enquiry after Truth	1802	51.508529	-0.125742	Arnauld, Antoine
60332057	Grundsätze der allgemeinen Logik	1802	52.227905	11.009846	Mill, John Stuart
60332054	Elements of General Knowledge . .	1802	51.752221	-1.255960	Janet, Paul Alexandre
60332052	De la génération des connoissances humaines	1802	52.524368	13.410530	Trendelenburg, Friedrich Adolf
60332050	Grundriß des Eigentümlichen der Wissenschaftslehre	1802	50.928782	11.589901	Sigwart, Christoph
60332059	Opera	1802	50.928782	11.589901	Reid, Thomas
60332055	Handbuch der Logik	1802	49.898726	10.900669	Baldinotti, Caesar
60332058	Handbuch der Philosophie	1802	50.583333	8.650000	Rey y Heredia, José Maria
60332049	Grundlage der gesammten Wissenschaftslehre	1802	48.522659	9.052219	Baumeister, Fridericus Christianus
60332051	Fragmentarische Bemerkungen gegen den Kantischen  und Kiesewetterschen Grundriß der reinen allgemeinen Logik	1802	48.522659	9.052219	Trendelenburg, Friedrich Adolf
60332042	Vorlesungen über die Critik der reinen Vernunft	1802	48.208488	16.372075	Bacon, Francis
60332053	Darstellung der Philosophie ohne Beynahmen	1802	48.208488	16.372075	Aristoteles
60332061	Grundriß der Logik	1802	49.595524	17.251754	Genuensis, Antonius
60332044	Anfangsgründe der speculativen Philosophie	1802	51.539334	9.934057	Nielsen, Rasmus
60332045	Philosophische Encyklopädie	1802	54.321329	10.134888	Lotze, Hermann
60332056	Elementarlogik für pädagogische Zwecke	1802	51.050891	13.738317	Sigwart, Christoph
60332047	Logika czyli pierwsze zasady sztuki mySlenia dzielo elementarne	1802	54.689164	25.279799	Krug, Wilhelm Traugott
60332040	Verbesserte Logik	1802	49.475932	10.988560	Anon
60332062	IIpaKTH'iecKa.a: JIOrHKa	1802	59.894444	30.264167	Ernesti, Johann August
60332046	Logique .. à l'usage des élèves des pryntanées  et lycées .. par Noël	1802	48.853410	2.348800	Trendelenburg, Friedrich Adolf
60332060	Grammaire philosophique, ou la métaphysique, la logique  ..	1802	48.853410	2.348800	Bain, Alexander
60332063	Logique	1802	48.853410	2.348800	Rey y Heredia, José Maria
60332072	Elements of General Knowledge ..	1803	51.508529	-0.125742	Natorp, Paul
60332073	Grundriß der historischen Logik	1803	50.928782	11.589901	Fichte, Johann Gottlieb
60332070	Logica della statistica	1803	45.464269	9.189506	Ubaghs, Gerardus Casimir
